Id,LotFrontage,LotArea,YearBuilt,YearRemodAdd,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,YrSold,SalePrice
489,60,10800,1900,1970,954,1766,648,2414,0,0,2,0,3,2,10,1,2,520,N,142,0,2006,160000
490,21,1526,1970,2002,630,630,0,630,1,0,1,0,1,1,3,0,1,286,Y,0,0,2009,86000
491,NA,2665,1976,1976,264,616,688,1304,0,0,1,1,3,1,4,1,1,336,Y,141,24,2008,115000
492,79,9490,1941,1950,806,958,620,1578,1,0,1,0,3,1,5,2,1,240,Y,0,0,2006,133000
493,105,15578,2006,2006,728,728,728,1456,0,0,2,1,3,1,8,0,2,429,Y,0,0,2006,172785
494,70,7931,1960,1960,1269,1269,0,1269,0,0,1,1,3,1,6,1,1,308,Y,0,0,2008,155000
495,50,5784,1938,1996,190,886,0,886,0,0,1,0,2,1,4,0,1,273,Y,144,20,2009,91300
496,60,7879,1920,1950,720,720,0,720,0,0,1,0,2,1,4,0,0,0,N,0,523,2009,34900
497,NA,12692,1992,1993,3200,3228,0,3228,1,0,3,0,4,1,10,1,2,546,Y,264,75,2007,430000
498,60,9120,1925,1950,1026,1133,687,1820,1,0,2,0,4,1,8,0,1,240,N,0,100,2008,184000
499,65,7800,1967,2004,864,899,0,899,0,0,1,0,3,1,5,0,1,288,Y,64,0,2009,130000
500,70,7535,1958,1985,912,912,0,912,0,1,1,0,2,1,5,0,1,297,Y,12,285,2007,120000
501,21,1890,1973,1973,672,672,546,1218,0,0,1,1,3,1,7,0,1,264,Y,144,28,2007,113000
502,75,9803,2005,2005,866,866,902,1768,0,0,2,1,3,1,7,0,2,603,Y,0,108,2008,226700
503,70,9170,1965,1965,1214,1214,0,1214,1,0,1,0,2,1,6,0,2,461,Y,0,0,2007,140000
504,100,15602,1959,1997,1501,1801,0,1801,1,0,2,0,1,1,6,2,2,484,Y,0,54,2010,289000
505,24,2308,1974,1974,855,855,467,1322,0,1,2,1,3,1,6,1,2,440,Y,260,0,2009,147000
506,60,7596,1952,1952,960,960,1000,1960,0,0,2,0,4,2,10,0,2,400,N,0,0,2009,124500
507,80,9554,1993,1994,777,1065,846,1911,0,0,2,1,3,1,8,1,2,471,Y,182,81,2006,215000
508,75,7862,2009,2009,1218,1218,0,1218,0,0,2,0,2,1,4,0,2,676,Y,0,102,2009,208300
509,60,9600,1928,2005,689,689,689,1378,0,0,2,0,3,1,7,1,2,360,N,0,0,2008,161000
510,80,9600,1959,1959,1041,1041,0,1041,1,0,1,0,3,1,6,0,1,270,Y,224,88,2009,124500
511,75,14559,1951,2000,1008,1363,0,1363,1,0,1,0,2,1,6,2,1,288,Y,324,42,2009,164900
512,40,6792,2005,2006,1368,1368,0,1368,0,0,2,0,2,1,6,1,2,474,Y,132,35,2006,202665
513,70,9100,1958,1958,864,864,0,864,1,0,1,0,3,1,5,0,2,624,Y,0,0,2006,129900
514,71,9187,1983,1983,1084,1080,0,1080,0,0,1,1,3,1,5,0,2,484,Y,120,0,2007,134000
515,55,10594,1926,1950,768,789,0,789,0,0,1,0,2,1,5,0,1,200,Y,0,0,2007,96500
516,94,12220,2009,2009,2006,2020,0,2020,1,0,2,1,3,1,9,1,3,900,Y,156,54,2009,402861
517,NA,10448,1972,1972,689,1378,741,2119,0,0,2,1,3,1,7,1,2,583,Y,0,104,2009,158000
518,79,10208,1996,1997,1264,1277,1067,2344,0,0,2,1,3,1,7,1,3,889,Y,220,0,2009,265000
519,NA,9531,1998,1998,794,882,914,1796,1,0,2,1,3,1,7,0,2,546,Y,0,36,2007,211000
520,53,10918,1926,2004,1276,1276,804,2080,0,0,1,1,3,1,9,2,1,282,Y,0,0,2009,234000
521,60,10800,1900,2000,0,694,600,1294,0,0,2,0,3,2,7,0,0,0,N,220,114,2008,106250
522,90,11988,1957,1957,1244,1244,0,1244,0,0,1,1,3,1,6,2,1,336,Y,0,40,2007,150000
523,50,5000,1947,1950,1004,1004,660,1664,0,0,2,0,3,1,7,2,2,420,Y,0,24,2006,159000
524,130,40094,2007,2008,3138,3138,1538,4676,1,0,3,1,3,1,11,1,3,884,Y,208,406,2007,184750
525,95,11787,1996,1997,1379,1383,1015,2398,1,0,2,1,3,1,8,1,3,834,Y,239,60,2007,315750
526,62,7500,2005,2005,1257,1266,0,1266,0,0,2,0,3,1,6,1,2,453,Y,38,144,2006,176000
527,70,13300,1956,2000,928,928,0,928,0,0,1,0,2,1,4,0,1,252,Y,261,0,2007,132000
528,67,14948,2008,2008,1452,1476,1237,2713,1,0,2,1,3,1,11,1,3,858,Y,126,66,2008,446261
529,58,9098,1920,2002,528,605,0,605,1,0,1,0,2,1,5,0,0,0,N,0,0,2007,86000
530,NA,32668,1957,1975,2035,2515,0,2515,1,0,3,0,4,2,9,2,2,484,Y,0,0,2007,200624
531,85,10200,1988,1989,1461,1509,0,1509,1,0,2,0,3,1,5,1,2,600,Y,224,0,2008,175000
532,60,6155,1920,1999,611,751,611,1362,0,0,2,0,3,1,6,0,2,502,Y,0,0,2008,128000
533,60,7200,1955,2007,0,827,0,827,0,0,1,0,2,1,5,1,1,392,Y,0,0,2010,107500
534,50,5000,1946,1950,0,334,0,334,0,0,1,0,1,1,2,0,0,0,N,0,0,2007,39300
535,74,9056,2004,2004,707,707,707,1414,0,0,2,1,3,1,6,1,2,403,Y,100,35,2006,178000
536,70,7000,1910,1991,1117,820,527,1347,1,0,1,0,3,1,5,0,0,0,N,85,0,2008,107500
537,57,8924,1998,1999,880,880,844,1724,0,0,2,1,3,1,8,0,2,527,Y,120,155,2008,188000
538,NA,12735,1972,1972,864,864,0,864,0,0,1,0,3,1,5,0,2,576,Y,216,0,2008,111250
539,NA,11553,1968,1968,1051,1159,0,1159,0,0,1,1,3,1,7,1,1,336,Y,466,0,2006,158000
540,NA,11423,2001,2002,1581,1601,0,1601,1,0,2,0,3,1,6,1,2,670,Y,180,0,2010,272000
541,85,14601,2006,2006,1838,1838,0,1838,1,0,2,0,2,1,8,1,3,765,Y,270,68,2009,315000
542,NA,11000,2000,2000,969,997,1288,2285,0,0,2,1,4,1,8,1,3,648,Y,0,56,2007,248000
543,78,10140,1998,1999,1650,1680,0,1680,1,0,2,0,3,1,7,1,2,583,Y,78,73,2009,213250
544,34,4058,1998,1998,723,767,0,767,1,0,1,0,1,1,4,0,1,367,Y,120,40,2007,133000
545,58,17104,2006,2006,654,664,832,1496,1,0,2,1,3,1,7,1,2,426,Y,100,24,2006,179665
546,NA,13837,1988,1988,1204,1377,806,2183,0,0,2,1,4,1,9,0,3,786,Y,0,0,2006,229000
547,70,8737,1923,1950,1065,915,720,1635,0,0,1,1,3,1,6,1,2,440,Y,0,38,2007,210000
548,54,7244,1970,1970,768,768,0,768,1,0,1,0,2,1,5,0,2,624,Y,104,0,2007,129500
549,49,8235,1955,1995,825,825,0,825,1,0,1,0,2,1,4,0,2,720,Y,140,50,2008,125000
550,75,9375,2003,2004,912,912,1182,2094,0,0,2,1,4,1,8,1,2,615,Y,182,182,2009,263000
551,53,4043,1977,1977,1069,1069,0,1069,0,0,2,0,2,1,4,0,2,440,Y,0,55,2008,140000
552,50,6000,1957,1957,928,928,0,928,0,0,1,0,3,1,5,0,1,288,Y,0,0,2008,112500
553,87,11146,2006,2006,1709,1717,0,1717,0,0,2,0,3,1,7,1,3,908,Y,169,39,2009,255500
554,67,8777,1949,2003,0,1126,0,1126,0,0,2,0,2,1,5,0,2,520,N,0,96,2009,108000
555,85,10625,2003,2004,998,1006,1040,2046,1,0,2,1,3,1,8,1,3,871,Y,320,62,2008,284000
556,58,6380,1922,1950,993,1048,0,1048,0,0,1,0,2,1,5,1,1,280,Y,0,0,2006,113000
557,69,14850,1957,1957,1092,1092,0,1092,1,0,1,0,2,1,6,1,1,299,Y,268,0,2006,141000
558,60,11040,1920,1950,637,897,439,1336,0,0,1,1,3,1,7,0,1,570,Y,0,47,2006,108000
559,57,21872,1996,1997,729,729,717,1446,0,1,2,1,3,1,6,1,2,406,Y,264,22,2008,175000
560,NA,3196,2003,2004,1374,1557,0,1557,0,0,2,0,2,1,7,1,2,420,Y,143,20,2006,234000
561,NA,11341,1957,1996,1392,1392,0,1392,1,0,1,1,3,1,5,1,2,528,Y,0,0,2010,121500
562,77,10010,1974,1975,1389,1389,0,1389,1,0,1,0,2,1,6,1,2,418,Y,240,38,2006,170000
563,63,13907,1940,1969,996,996,0,996,1,0,1,0,3,1,6,1,0,0,Y,144,0,2008,108000
564,66,21780,1918,1950,1163,1163,511,1674,0,0,2,0,4,1,8,1,2,396,N,72,36,2008,185000
565,NA,13346,1992,2000,1095,1166,1129,2295,1,0,2,1,4,1,9,1,2,590,Y,0,40,2006,268000
566,66,6858,1915,1950,806,841,806,1647,1,0,1,1,4,1,6,0,1,216,Y,0,66,2010,128000
567,77,11198,2005,2007,1122,1134,1370,2504,0,0,2,1,4,1,11,1,3,656,Y,144,39,2008,325000
568,70,10171,2004,2004,1517,1535,0,1535,0,0,2,0,3,1,7,0,2,532,Y,0,0,2010,214000
569,79,12327,1983,2009,1496,1496,636,2132,1,0,1,1,1,1,5,1,2,612,Y,349,40,2009,316600
570,NA,7032,1979,1979,943,943,0,943,1,0,1,0,2,1,4,2,2,600,Y,42,0,2006,135960
571,74,13101,1965,1965,1728,1728,0,1728,0,0,2,0,6,2,10,0,2,576,Y,0,0,2008,142600
572,60,7332,1959,1959,864,864,0,864,1,0,1,0,2,1,4,0,1,288,Y,168,0,2006,120000
573,83,13159,2009,2009,846,846,846,1692,0,0,2,1,3,1,6,0,2,650,Y,208,114,2009,224500
574,76,9967,2000,2000,384,774,656,1430,0,0,2,1,3,1,8,1,2,400,Y,100,0,2007,170000
575,70,10500,1971,2005,372,576,533,1109,0,1,1,0,3,1,5,0,1,288,Y,35,0,2007,139000
576,80,8480,1947,1950,832,832,384,1216,0,0,1,0,2,1,6,0,1,336,Y,158,0,2008,118500
577,52,6292,1928,1950,861,877,600,1477,0,1,2,0,3,1,6,1,1,216,Y,0,50,2009,145000
578,96,11777,1966,1966,1164,1320,0,1320,1,0,1,0,3,1,6,2,2,564,Y,160,68,2006,164500
579,34,3604,2007,2007,689,703,689,1392,0,0,2,0,2,1,5,0,2,540,Y,0,102,2008,146000
580,81,12150,1954,1954,1050,1050,745,1795,0,0,2,0,4,1,7,0,1,352,Y,0,0,2008,131500
581,NA,14585,1960,1987,1144,1429,0,1429,0,1,1,0,3,1,7,2,2,572,Y,216,110,2007,181900
582,98,12704,2008,2009,2042,2042,0,2042,0,0,2,1,3,1,8,1,3,1390,Y,0,90,2009,253293
583,81,11841,1990,1990,816,816,0,816,1,0,1,0,3,1,5,0,0,0,Y,0,32,2007,118500
584,75,13500,1893,2000,1237,1521,1254,2775,0,0,3,1,3,1,9,1,2,880,Y,105,502,2008,325000
585,51,6120,1935,1995,884,989,584,1573,0,0,1,0,3,1,6,0,1,240,Y,0,0,2009,133000
586,88,11443,2005,2006,1868,2028,0,2028,1,0,2,0,2,1,7,2,3,880,Y,326,66,2006,369900
587,55,10267,1918,2000,816,838,0,838,1,0,1,0,2,1,5,0,1,275,N,0,0,2008,130000
588,74,8740,1982,1982,840,860,0,860,1,0,1,0,2,1,4,0,2,528,Y,0,0,2009,137000
589,65,25095,1968,2003,1437,1473,0,1473,2,0,1,0,1,1,5,2,1,452,Y,0,48,2009,143000
590,50,9100,1930,1960,742,779,0,935,0,0,1,0,2,1,4,0,1,308,P,0,0,2008,79500
591,64,8320,2004,2004,770,770,812,1582,0,0,2,1,3,1,6,0,2,520,Y,0,45,2008,185900
592,97,13478,2008,2008,1722,1728,568,2296,1,0,2,1,3,1,10,1,3,842,Y,382,274,2009,451950
593,60,6600,1982,2003,816,816,0,816,1,0,1,0,2,1,4,0,2,816,Y,0,0,2008,138000
594,NA,4435,2003,2003,848,848,0,848,1,0,1,0,1,1,4,0,2,420,Y,140,0,2009,140000
595,88,7990,1975,1975,924,924,0,924,0,0,1,0,3,1,5,0,1,280,Y,0,0,2008,110000
596,69,11302,2005,2006,1814,1826,0,1826,1,0,2,0,3,1,7,1,3,758,Y,180,75,2006,319000
597,60,3600,1910,1993,684,684,684,1368,0,0,1,0,3,1,7,0,1,216,N,0,158,2006,114504
598,53,3922,2006,2007,1258,1402,0,1402,0,2,0,2,2,1,7,1,3,648,Y,120,16,2007,194201
599,80,12984,1977,1977,1430,1647,0,1647,1,0,2,0,3,1,7,1,2,621,Y,0,0,2006,217500
600,24,1950,1980,1980,716,716,840,1556,1,0,2,1,3,1,6,1,2,452,Y,161,0,2008,151000
601,74,10927,2005,2005,1058,1058,846,1904,1,0,2,1,3,1,8,1,2,736,Y,179,60,2006,275000
602,50,9000,1937,1950,780,780,595,1375,0,0,1,1,3,1,6,1,1,544,P,0,162,2007,141000
603,80,10041,1992,1992,908,927,988,1915,1,0,2,1,3,1,8,1,2,506,Y,120,150,2006,220000
604,30,3182,2004,2005,600,600,600,1200,0,0,2,1,2,1,4,0,2,480,Y,0,172,2010,151000
605,88,12803,2002,2002,1494,1494,0,1494,1,0,2,0,3,1,6,1,2,530,Y,192,36,2008,221000
606,85,13600,1965,1990,768,1186,800,1986,0,0,2,1,3,1,7,3,2,486,Y,0,42,2009,205000
607,82,12464,1996,1996,1040,1040,0,1040,1,0,1,0,3,1,6,0,2,576,Y,168,0,2009,152000
608,78,7800,1948,2002,896,1112,896,2008,1,0,3,0,3,1,8,0,1,230,Y,103,0,2006,225000
609,78,12168,1934,1998,965,1940,1254,3194,0,0,2,1,4,1,10,2,2,380,Y,0,0,2007,359100
610,61,7943,1961,1961,1029,1029,0,1029,1,0,1,0,3,1,5,0,1,261,Y,64,0,2007,118500
611,NA,11050,2000,2000,1440,1476,677,2153,1,0,2,1,3,1,8,2,3,736,Y,253,142,2009,313000
612,NA,10395,1978,1978,1032,1032,0,1032,0,1,2,0,3,1,6,1,2,564,Y,0,0,2007,148000
613,NA,11885,2001,2001,1299,1299,573,1872,1,0,2,1,3,1,7,1,2,531,Y,160,122,2009,261500
614,70,8402,2007,2007,1120,1120,0,1120,0,0,1,0,3,1,6,0,0,0,Y,0,30,2007,147000
615,21,1491,1972,1972,630,630,0,630,1,0,1,0,1,1,3,0,0,0,Y,96,24,2010,75500
616,80,8800,1963,1963,936,1054,0,1054,1,0,1,0,3,1,6,0,2,480,Y,120,0,2010,137500
617,NA,7861,2002,2003,783,807,702,1509,1,0,2,1,3,1,7,1,2,393,Y,100,75,2006,183200
618,59,7227,1954,1954,832,832,0,832,0,0,1,0,2,1,4,0,2,528,Y,0,0,2008,105500
619,90,11694,2007,2007,1822,1828,0,1828,0,0,2,0,3,1,9,1,3,774,Y,0,108,2007,314813
620,85,12244,2003,2003,1482,1482,780,2262,1,0,2,1,4,1,10,2,3,749,Y,168,0,2008,305000
621,45,8248,1914,1950,864,864,0,864,1,0,1,0,2,1,5,0,0,0,N,0,0,2008,67000
622,90,10800,1974,1997,1522,1548,1066,2614,0,0,2,1,4,1,9,1,2,624,Y,38,243,2008,240000
623,71,7064,1977,1977,980,980,0,980,0,0,1,0,3,1,6,0,2,484,Y,192,0,2009,135000
624,NA,2117,2000,2000,756,756,756,1512,0,0,2,1,2,1,4,1,2,440,Y,0,32,2007,168500
625,80,10400,1972,1972,732,1012,778,1790,1,0,1,2,4,1,8,1,2,484,Y,148,0,2006,165150
626,87,10000,1962,1962,1116,1116,0,1116,0,0,1,1,3,1,5,0,2,440,Y,0,0,2010,160000
627,NA,12342,1960,1978,978,1422,0,1422,0,0,1,0,3,1,6,1,1,286,Y,0,0,2007,139900
628,80,9600,1955,1972,1156,1520,0,1520,1,0,1,0,3,1,7,2,1,364,Y,0,0,2010,153000
629,70,11606,1969,1969,1040,1040,1040,2080,0,1,1,2,5,1,9,2,2,504,Y,335,0,2007,135000
630,82,9020,1964,1964,1248,1350,0,1350,1,0,1,1,3,1,6,0,2,520,Y,176,0,2008,168500
631,50,9000,1880,1991,636,1089,661,1750,0,0,1,0,3,1,8,0,1,240,N,0,0,2006,124000
632,34,4590,2006,2006,1554,1554,0,1554,0,0,2,0,2,1,6,1,2,627,Y,156,73,2007,209500
633,85,11900,1977,1977,1386,1411,0,1411,0,0,2,0,3,1,6,1,2,544,Y,192,0,2009,82500
634,80,9250,1954,2005,1056,1056,0,1056,0,1,1,0,3,1,6,0,1,260,Y,390,0,2007,139400
635,64,6979,1980,1980,1056,1056,0,1056,2,0,0,0,0,2,4,0,2,576,Y,264,56,2010,144000
636,60,10896,1914,1995,1440,1440,1440,3395,0,0,2,0,8,2,14,0,0,0,N,0,110,2007,200000
637,51,6120,1936,1950,264,800,0,800,0,0,1,0,1,1,4,1,0,0,N,0,0,2009,60000
638,50,6000,1954,1954,811,811,576,1387,0,0,2,0,3,2,7,0,1,256,Y,0,0,2009,93000
639,67,8777,1910,1950,796,796,0,796,0,0,1,0,2,1,4,0,0,0,P,328,0,2008,85000
640,53,3982,2006,2006,1520,1567,0,1567,1,0,2,0,1,1,7,1,3,648,Y,312,0,2006,264561
641,62,12677,2003,2004,1518,1518,0,1518,0,0,1,1,1,1,6,1,2,588,Y,185,140,2008,274000
642,NA,7050,2001,2001,1057,1057,872,1929,1,0,2,1,3,1,7,1,2,650,Y,0,235,2007,226000
643,75,13860,1972,1995,1952,2000,704,2704,1,0,2,1,4,1,9,3,2,538,Y,269,111,2009,345000
644,80,10793,1969,1969,780,780,840,1620,0,0,2,1,4,1,7,0,2,462,Y,208,0,2007,152000
645,85,9187,2009,2009,1766,1766,0,1766,1,0,2,1,2,1,7,1,3,478,Y,195,130,2009,370878
646,NA,10530,1971,1971,981,981,0,981,1,0,1,1,3,1,5,0,2,576,Y,0,312,2007,143250
647,60,7200,1950,1950,0,1048,0,1048,0,0,1,0,3,1,7,0,2,420,Y,0,27,2008,98300
648,85,10452,1953,1953,1094,1094,0,1094,0,0,1,0,3,1,5,2,2,495,Y,0,0,2008,155000
649,70,7700,1966,1966,756,1051,788,1839,0,0,1,1,4,1,7,1,2,442,Y,0,124,2010,155000
650,21,1936,1970,1970,630,630,0,630,1,0,1,0,1,1,3,0,0,0,Y,0,0,2007,84500
651,65,8125,2007,2007,813,822,843,1665,0,0,2,1,3,1,7,0,2,562,Y,0,0,2008,205950
652,60,9084,1940,1950,755,755,755,1510,1,0,1,0,4,1,7,1,1,296,P,120,0,2009,108000
653,70,8750,1996,1996,880,909,807,1716,0,0,2,1,2,1,7,1,2,512,Y,0,120,2009,191000
654,60,10320,1906,1995,756,756,713,1469,0,0,1,0,3,1,7,0,1,216,Y,57,0,2008,135000
655,91,10437,1995,1995,2109,2113,0,2113,1,0,2,1,2,1,7,1,3,839,Y,236,46,2008,350000
656,21,1680,1971,1971,525,525,567,1092,0,0,1,1,3,1,6,0,1,264,Y,0,0,2010,88000
657,72,10007,1959,2006,1053,1053,0,1053,1,0,1,1,3,1,5,0,1,312,Y,0,0,2008,145500
658,60,7200,1931,2000,776,851,651,1502,0,0,1,1,3,1,6,1,1,270,P,0,0,2008,149000
659,78,17503,1948,1950,912,912,546,1458,0,1,1,0,3,1,6,1,1,330,Y,192,0,2010,97500
660,75,9937,1964,1999,1486,1486,0,1486,1,0,1,0,3,1,7,0,2,480,Y,0,0,2009,167000
661,NA,12384,1976,1976,793,1142,793,1935,0,0,2,1,3,1,7,1,2,550,Y,0,113,2007,197900
662,52,46589,1994,2005,1629,1686,762,2448,1,0,2,1,4,1,8,1,3,711,Y,517,76,2009,402000
663,120,13560,1968,1968,1392,1392,0,1392,1,0,1,0,2,1,5,2,2,576,Y,0,0,2009,110000
664,90,10012,1972,1972,1138,1181,0,1181,1,0,2,0,3,1,6,0,2,588,Y,0,0,2008,137500
665,49,20896,2005,2006,2077,2097,0,2097,1,0,1,1,1,1,8,1,3,1134,Y,192,267,2006,423000
666,106,11194,2000,2000,1406,1454,482,1936,0,0,2,1,3,1,7,1,2,504,Y,188,124,2006,230500
667,NA,18450,1965,1979,1021,1465,915,2380,0,0,2,1,3,1,7,1,2,596,Y,0,265,2007,129000
668,65,8125,1994,1998,1408,1679,0,1679,1,0,2,0,3,1,7,1,2,575,Y,224,42,2008,193500
669,NA,14175,1956,1987,1188,1437,0,1437,1,0,1,1,3,1,6,1,2,576,Y,304,0,2006,168000
670,80,11600,1922,1950,700,1180,0,1180,0,0,1,0,2,1,5,1,1,252,Y,0,0,2006,137500
671,64,8633,2005,2005,738,738,738,1476,1,0,2,1,3,1,7,0,2,540,Y,100,35,2009,173500
672,54,6629,1925,1950,672,697,672,1369,1,0,2,0,3,1,6,0,1,300,Y,147,0,2009,103600
673,NA,11250,1977,1977,1208,1208,0,1208,1,0,1,1,3,1,6,1,2,546,Y,198,42,2006,165000
674,110,14442,1957,2004,1477,1839,0,1839,1,0,2,0,3,1,7,2,2,416,Y,0,87,2007,257500
675,80,9200,1965,1965,1136,1136,0,1136,1,0,1,0,3,1,5,1,1,384,Y,426,0,2008,140000
676,24,2289,1978,1978,855,855,586,1441,0,0,2,1,3,1,7,1,2,440,Y,28,0,2009,148500
677,60,9600,1900,1950,1095,1095,679,1774,1,0,2,0,4,2,8,0,3,779,N,0,0,2006,87000
678,52,9022,1924,2006,768,792,0,792,0,0,1,0,2,1,5,0,1,240,N,316,0,2009,109500
679,80,11844,2008,2008,2046,2046,0,2046,0,0,2,1,3,1,7,1,3,834,Y,322,82,2009,372500
680,NA,9945,1961,1961,988,988,0,988,1,0,1,0,3,1,5,0,2,572,Y,0,0,2007,128500
681,50,8012,1980,1980,923,923,0,923,0,0,2,0,2,1,5,1,1,264,Y,80,0,2010,143000
682,55,4500,1932,2000,793,848,672,1520,0,0,1,0,3,1,6,0,1,281,Y,0,0,2009,159434
683,NA,2887,1996,1997,1291,1291,0,1291,1,0,1,0,2,1,6,1,2,431,Y,307,0,2008,173000
684,90,11248,2002,2002,1626,1668,0,1668,1,0,2,0,3,1,7,1,3,702,Y,257,45,2007,285000
685,58,16770,1998,1998,1195,1195,644,1839,0,0,2,1,4,1,7,0,2,486,Y,0,81,2010,221000
686,NA,5062,1984,1984,1190,1190,900,2090,1,0,2,0,3,1,6,1,2,577,Y,219,0,2007,207500
687,84,10207,2007,2007,874,874,887,1761,0,0,3,0,3,1,7,0,2,578,Y,144,105,2007,227875
688,NA,5105,2004,2004,551,551,551,1102,0,0,2,1,2,1,4,0,2,480,Y,0,60,2007,148800
689,60,8089,2007,2007,1419,1419,0,1419,1,0,2,0,2,1,7,1,2,567,Y,140,0,2007,392000
690,61,7577,2005,2006,1362,1362,0,1362,0,0,2,0,2,1,6,1,2,460,Y,192,28,2007,194700
691,NA,4426,2004,2004,848,848,0,848,1,0,1,0,1,1,3,1,2,420,Y,149,0,2008,141000
692,104,21535,1994,1995,2444,2444,1872,4316,0,1,3,1,4,1,10,2,3,832,Y,382,50,2007,755000
693,42,26178,1989,1990,1210,1238,1281,2519,1,0,2,1,4,1,9,2,2,628,Y,320,27,2006,335000
694,60,5400,1921,1968,1073,1073,0,1073,0,0,1,0,2,1,4,0,1,326,Y,0,0,2006,108480
695,51,6120,1936,1950,927,1067,472,1539,0,0,1,1,3,1,5,0,2,576,Y,112,0,2009,141500
696,54,13811,1987,1987,1112,1137,0,1137,1,0,2,0,2,1,5,1,2,551,Y,125,0,2006,176000
697,50,6000,1921,1950,616,616,0,616,0,0,1,0,2,1,4,0,1,205,Y,0,0,2006,89000
698,57,6420,1952,1952,980,1148,0,1148,0,1,1,0,2,1,6,0,1,308,Y,0,0,2006,123500
699,65,8450,1965,2009,894,894,0,894,1,0,1,0,3,1,5,1,1,336,Y,416,144,2010,138500
700,59,4282,2004,2004,1391,1391,0,1391,0,0,2,0,2,1,5,0,2,530,Y,156,158,2008,196000
701,85,14331,2002,2002,1800,1800,0,1800,1,0,2,0,3,1,7,1,3,765,Y,270,78,2006,312500
702,80,9600,1969,1969,1164,1164,0,1164,0,0,1,1,3,1,6,0,2,528,Y,0,0,2006,140000
703,82,12438,2006,2006,1234,1264,1312,2576,0,0,2,1,4,1,10,1,3,666,Y,324,100,2006,361919
704,76,7630,1900,1996,360,1032,780,1812,0,0,2,0,4,2,8,1,2,672,N,344,0,2010,140000
705,70,8400,2004,2005,1473,1484,0,1484,1,0,2,0,3,1,7,0,2,606,Y,0,35,2010,213000
706,70,5600,1930,1950,0,372,720,1092,0,0,2,0,3,2,7,0,0,0,N,0,0,2010,55000
707,NA,115149,1971,2002,1643,1824,0,1824,1,0,2,0,2,1,5,2,2,739,Y,380,48,2007,302000
708,48,6240,2006,2006,1324,1324,0,1324,1,0,2,0,2,1,6,1,2,550,Y,192,38,2009,254000
709,65,9018,2007,2007,728,728,728,1456,0,0,2,1,3,1,8,1,2,400,Y,100,24,2007,179540
710,NA,7162,1966,1966,876,904,0,904,0,0,1,0,3,1,6,0,1,408,Y,0,0,2008,109900
711,56,4130,1935,2003,270,729,0,729,0,0,1,0,2,1,5,0,0,0,N,0,0,2008,52000
712,66,8712,1900,1950,859,859,319,1178,0,0,1,0,2,1,7,0,1,384,N,68,0,2010,102776
713,40,4671,1988,1989,1228,1228,0,1228,1,0,2,0,2,1,5,1,2,472,Y,168,120,2008,189000
714,60,9873,1970,1970,960,960,0,960,1,0,1,0,3,1,6,0,2,576,Y,0,288,2006,129000
715,NA,13517,1976,2005,725,725,754,1479,0,0,2,1,3,1,6,0,2,475,Y,0,44,2010,130500
716,78,10140,1974,1974,1064,1350,0,1350,0,0,2,0,3,1,7,1,2,478,Y,0,0,2009,165000
717,60,10800,1890,1998,718,1576,978,2554,0,0,1,1,3,1,8,0,2,704,P,0,48,2007,159500
718,80,10000,1973,2000,1176,1178,0,1178,0,1,1,1,3,1,5,1,2,439,Y,224,0,2008,157000
719,96,10542,1993,1994,1311,1325,1093,2418,1,0,2,1,3,1,9,1,3,983,Y,250,154,2008,341000
720,69,9920,1969,1969,971,971,0,971,0,0,1,1,3,1,5,1,1,300,Y,0,0,2006,128500
721,NA,6563,1985,1985,1742,1742,0,1742,1,0,2,0,2,1,5,1,2,564,Y,114,28,2006,275000
722,NA,4426,2004,2004,848,848,0,848,1,0,1,0,1,1,3,0,2,420,Y,160,0,2010,143000
723,70,8120,1970,1970,864,864,0,864,0,0,1,0,3,1,5,0,2,463,Y,0,0,2009,124500
724,60,8172,1954,1972,941,997,473,1470,0,0,2,0,4,1,7,0,1,548,Y,0,0,2008,135000
725,86,13286,2007,2008,1698,1698,0,1698,1,0,2,0,3,1,8,1,3,768,Y,327,64,2009,320000
726,60,6960,1970,1970,864,864,0,864,0,0,1,0,3,1,5,0,2,660,Y,96,0,2009,120500
727,NA,21695,1988,2007,880,1680,0,1680,1,0,2,0,3,1,5,1,2,540,Y,292,44,2009,222000
728,64,7314,2007,2007,1232,1232,0,1232,1,0,2,0,2,1,6,0,2,632,Y,132,0,2009,194500
729,85,11475,1958,1958,1584,1776,0,1776,1,0,2,0,4,2,9,0,3,888,Y,0,25,2009,110000
730,52,6240,1925,1950,780,848,0,1208,0,0,1,0,2,1,5,0,2,539,Y,0,23,2009,103000
731,39,5389,1995,1996,1595,1616,0,1616,1,0,2,0,2,1,5,1,2,608,Y,237,152,2010,236500
732,73,9590,2003,2003,868,1146,0,1146,1,0,2,0,3,1,6,1,2,438,Y,160,22,2007,187500
733,75,11404,1998,1999,1153,1153,878,2031,0,0,2,1,3,1,8,1,2,541,Y,192,84,2008,222500
734,80,10000,1961,1983,864,1144,0,1144,1,0,1,0,3,1,6,1,1,264,Y,165,0,2009,131400
